iter	RMSE
890	67.40078066
891	67.36690253
892	67.3131285
893	67.27841401
894	67.24697646
895	67.1565217
896	67.13827744
897	67.08515548
898	67.06421273
899	67.03460836
900	66.9380547
901	66.87261714
902	66.84553268
903	66.81886259
904	66.72536441
905	66.69478136
906	66.68173749
907	66.66509946
908	66.60260629
909	66.5645102
910	66.53130954
911	66.50560536
912	66.48982932
913	66.45943132
914	66.44798053
915	66.33816018
916	66.28220734
917	66.20274543
918	66.18795476
919	66.08446459
920	66.06390383
921	65.98879657
922	65.93020524
923	65.8021705
924	65.7786859
925	65.75591475
926	65.68124596
927	65.60499662
928	65.46198615
929	65.44710841
930	65.4341386
931	65.42168356
932	65.40915477
933	65.39549473
934	65.38107392
935	65.36644512
936	65.3466007
937	65.32836959
938	65.30415723
939	65.29116699
940	65.27799611
941	65.18099783
942	65.16585287
943	65.15449618
944	65.13299366
945	65.11106671
946	65.09207768
947	65.01276931
948	64.99403224
949	64.94426344
950	64.77902606
951	64.76150817
952	64.7512236
953	64.73293445
954	64.70178391
955	64.6931478
956	64.6712989
957	64.64339848
958	64.52746162
959	64.47099577
960	64.43062167
961	64.40684524
962	64.326285
963	64.29191477
964	64.27624095
965	64.20307871
966	64.11934382
967	64.08310345
968	64.0000224
969	63.9530278
970	63.94262994
971	63.91922373
972	63.90801871
973	63.8872123
974	63.86278048
975	63.84206727
976	63.80712094
977	63.76856113
978	63.75591769
979	63.69294753
980	63.63947995
981	63.62189528
982	63.5949502
983	63.57311345
984	63.54983055
985	63.54159481
986	63.4495846
987	63.37642897
988	63.30957519
989	63.28659161
990	63.26212965
991	63.24613686
992	63.21847743
993	63.16149917
994	63.13649983
995	63.108099
996	63.08816445
997	63.06516273
998	63.0472964
999	63.03391078
